#comment	rdp_tax_and_bootstrap	taxonomic_affiliation	blast_subject	blast_perc_identity	blast_perc_query_coverage	blast_evalue	blast_aln_length	seed_id	observation_name	observation_sum	ERR7901770	ERR7901771	ERR7901772	ERR7901773	ERR7901774	ERR7901775	ERR7901776	ERR7901777	ERR7901778	ERR7901779
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);Cnuella;(0.98);unknown species;(0.98);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Cnuella;unknown species	JF175559.1.1362	99.605	100.0	6.99e-129	253	ERR7901770.853	Cluster_371	36	36	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Chloroflexi;(1.0);KD4-96;(1.0);unknown order;(1.0);unknown family;(1.0);unknown genus;(1.0);unknown species;(0.93);	Bacteria;Chloroflexi;KD4-96;unknown order;unknown family;unknown genus;unknown species	LN565063.1.1337	99.213	100.0	3.25e-127	254	ERR7901771.12117	Cluster_372	38	0	38	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halobacteroidaceae;(1.0);Acetohalobium;(1.0);Acetohalobium arabaticum;(1.0);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Acetohalobium;Acetohalobium arabaticum	multi-subject	99.209	100.0	3.25e-127	253	ERR7901770.30347	Cluster_375	66	7	8	16	7	3	3	5	6	9	2
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Blfdi19;(1.0);unknown family;(1.0);unknown genus;(1.0);unknown species;(0.89);	Bacteria;Myxococcota;Polyangia;Blfdi19;unknown family;unknown genus;unknown species	AB696061.1.1465	98.814	100.0	1.51e-125	253	ERR7901770.370	Cluster_376	44	44	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Sphingobacteriales;(1.0);Sphingobacteriaceae;(1.0);Pedobacter;(0.97);Pedobacter sp.;(0.41);	Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;unknown genus;unknown species	HQ327235.1.1484	99.605	100.0	6.99e-129	253	ERR7901770.4013	Cluster_377	67	67	0	0	0	0	0	0	0	0	0
no data	Archaea;(1.0);Halobacterota;(1.0);Methanosarcinia;(1.0);Methanosarciniales;(1.0);Methanosarcinaceae;(1.0);Methanohalophilus;(0.99);unknown species;(0.94);	Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Methanohalophilus;Multi-affiliation	multi-subject	99.606	100.0	1.95e-129	254	ERR7901770.46830	Cluster_378	41	12	0	1	7	8	8	0	0	1	4
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Bifidobacteriales;(1.0);Bifidobacteriaceae;(1.0);Bifidobacterium;(1.0);Bifidobacterium animalis;(0.95);	Bacteria;Actinobacteriota;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.47895	Cluster_379	37	5	0	0	0	0	2	0	0	30	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Beijerinckiaceae;(1.0);Methylobacterium-Methylorubrum;(1.0);Methylobacterium brachiatum;(0.7);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.662	Cluster_380	55	13	0	0	0	0	4	0	0	38	0
no data	Bacteria;(1.0);Cyanobacteria;(1.0);Cyanobacteriia;(1.0);Cyanobacteriales;(1.0);Chroococcidiopsaceae;(1.0);Aliterella;(1.0);unknown species;(1.0);	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Chroococcidiopsaceae;Aliterella;unknown species	GQ396895.1.1455	100.0	100.0	1.50e-130	253	ERR7901771.1953	Cluster_381	39	0	39	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Aquabacterium;(0.91);unknown species;(0.91);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Aquabacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.2561	Cluster_382	37	0	0	0	21	0	16	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Caulobacter;(1.0);Caulobacter vibrioides;(0.93);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.8037	Cluster_384	38	0	0	0	38	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Polaromonas;(0.8);unknown species;(0.35);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.2579	Cluster_385	50	8	0	0	0	0	0	0	0	0	42
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Beijerinckiaceae;(1.0);Microvirga;(0.67);unknown species;(0.53);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Methylobacterium-Methylorubrum;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.2697	Cluster_386	47	0	0	0	0	0	0	0	0	0	47
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);unknown order;(0.84);unknown family;(0.84);unknown genus;(0.84);unknown species;(0.84);	Bacteria;Proteobacteria;Alphaproteobacteria;unknown order;unknown family;unknown genus;unknown species	multi-subject	99.209	100.0	3.25e-127	253	ERR7901779.340	Cluster_387	41	0	0	0	0	0	0	0	0	0	41
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Burkholderiaceae;(1.0);Limnobacter;(1.0);Limnobacter sp.;(0.94);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.6264	Cluster_388	35	0	0	0	0	0	0	0	0	0	35
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Planococcaceae;(0.96);Solibacillus;(0.67);unknown species;(0.23);	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.8826	Cluster_389	39	0	0	0	0	0	0	0	0	0	39
no data	Bacteria;(1.0);Abditibacteriota;(1.0);Abditibacteria;(1.0);Abditibacteriales;(1.0);Abditibacteriaceae;(1.0);Abditibacterium;(1.0);unknown species;(1.0);	Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;unknown species	HM298801.1.1327	100.0	100.0	1.50e-130	253	ERR7901770.3773	Cluster_390	46	46	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Nannocystales;(1.0);Nannocystaceae;(1.0);Nannocystis;(1.0);metagenome;(1.0);	Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;Nannocystis;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901770.786	Cluster_391	38	38	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Acidobacteriota;(1.0);Vicinamibacteria;(1.0);Vicinamibacterales;(1.0);Vicinamibacteraceae;(1.0);unknown genus;(0.99);unknown species;(0.94);	Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;Vicinamibacteraceae;unknown genus;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.4926	Cluster_392	36	0	36	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Acidithiobacillales;(1.0);Acidithiobacillaceae;(1.0);KCM-B-112;(1.0);unknown species;(1.0);	Bacteria;Proteobacteria;Gammaproteobacteria;Acidithiobacillales;Acidithiobacillaceae;KCM-B-112;unknown species	multi-subject	99.209	100.0	3.25e-127	253	ERR7901773.281	Cluster_395	52	0	0	0	52	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Rhodoferax;(0.84);unknown species;(0.56);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Rhodoferax;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.3627	Cluster_396	79	0	0	0	0	0	0	0	0	79	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Cytophagales;(1.0);Spirosomaceae;(1.0);Spirosoma;(1.0);unknown species;(0.79);	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Spirosomaceae;Spirosoma;unknown species	KF070857.1.1344	97.628	100.0	1.52e-120	253	ERR7901778.45	Cluster_397	58	0	0	0	0	0	0	0	0	58	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Lactobacillaceae;(1.0);Leuconostoc;(1.0);Leuconostoc lactis;(0.57);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901778.8456	Cluster_398	68	8	0	0	0	0	3	0	0	39	18
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Novosphingobium;(0.99);unknown species;(0.15);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Novosphingobium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.1466	Cluster_400	41	0	0	0	0	0	0	0	0	0	41
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Streptococcaceae;(1.0);Lactococcus;(1.0);Lactococcus garvieae;(0.99);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Multi-affiliation	multi-subject	100.0	100.0	5.38e-130	252	ERR7901779.18082	Cluster_401	36	0	0	0	0	0	0	0	0	0	36
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Xanthomonadales;(1.0);Xanthomonadaceae;(1.0);Luteimonas;(0.54);Luteimonas mephitis;(0.44);	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Lysobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.1170	Cluster_402	39	39	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Gemmatimonadota;(1.0);Gemmatimonadetes;(1.0);Gemmatimonadales;(1.0);Gemmatimonadaceae;(1.0);Gemmatimonas;(1.0);metagenome;(0.68);	Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;unknown species	JF198876.1.1345	100.0	100.0	1.50e-130	253	ERR7901770.3116	Cluster_404	38	38	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Chitinophagales;(1.0);Chitinophagaceae;(1.0);Terrimonas;(0.99);metagenome;(0.69);	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Terrimonas;Terrimonas arctica	KJ631121.1.1419	100.0	100.0	1.50e-130	253	ERR7901770.3897	Cluster_405	36	36	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Abditibacteriota;(1.0);Abditibacteria;(1.0);Abditibacteriales;(1.0);Abditibacteriaceae;(1.0);Abditibacterium;(1.0);unknown species;(0.86);	Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;unknown species	JF776932.1.1436	99.209	100.0	3.25e-127	253	ERR7901770.745	Cluster_406	41	41	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Clostridia;(1.0);Oscillospirales;(1.0);Hungateiclostridiaceae;(1.0);Fastidiosipila;(1.0);unknown species;(0.99);	Bacteria;Firmicutes;Clostridia;Oscillospirales;Hungateiclostridiaceae;Fastidiosipila;unknown species	KC846031.1.1493	99.209	100.0	3.25e-127	253	ERR7901772.24347	Cluster_408	40	0	0	1	0	0	0	0	0	39	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Rhizobiales;(1.0);Xanthobacteraceae;(1.0);Afipia;(0.82);unknown species;(0.82);	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.2182	Cluster_410	46	0	0	1	0	0	0	0	0	45	0
no data	Bacteria;(1.0);Cyanobacteria;(1.0);Cyanobacteriia;(1.0);Cyanobacteriales;(1.0);Chroococcidiopsaceae;(1.0);unknown genus;(0.91);unknown species;(0.91);	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Chroococcidiopsaceae;unknown genus;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.5128	Cluster_411	48	0	0	0	0	0	0	0	0	48	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);unknown order;(0.67);unknown family;(0.67);unknown genus;(0.67);unknown species;(0.67);	Bacteria;Proteobacteria;Alphaproteobacteria;unknown order;unknown family;unknown genus;unknown species	HQ120956.1.1467	100.0	100.0	1.50e-130	253	ERR7901770.10525	Cluster_413	34	34	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Polyangiales;(1.0);Polyangiaceae;(1.0);Pajaroellobacter;(1.0);unknown species;(0.94);	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;unknown species	FJ479126.1.1516	99.605	100.0	6.99e-129	253	ERR7901770.160	Cluster_414	42	42	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Caulobacterales;(1.0);Caulobacteraceae;(1.0);Caulobacter;(1.0);metagenome;(0.99);	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter;unknown species	HQ119293.1.1453	99.605	100.0	6.99e-129	253	ERR7901770.2182	Cluster_415	36	36	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Polyangiales;(0.99);BIrii41;(0.99);unknown genus;(0.99);unknown species;(0.94);	Bacteria;Myxococcota;Polyangia;Polyangiales;BIrii41;unknown genus;unknown species	KC432358.1.1362	99.605	100.0	6.99e-129	253	ERR7901771.591	Cluster_416	35	0	35	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);Halanaerobium kushneri;(0.32);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;unknown species	GZ224647.1.1514	99.2	98.81422924901186	1.51e-125	250	ERR7901773.1344	Cluster_417	56	16	0	0	39	0	0	0	0	1	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Clostridia;(1.0);Clostridiales;(1.0);Clostridiaceae;(1.0);Clostridium sensu stricto 1;(1.0);Clostridium butyricum;(0.99);	Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.14529	Cluster_423	36	0	0	0	0	0	0	0	0	0	36
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Lactobacillales;(1.0);Carnobacteriaceae;(0.89);Granulicatella;(0.87);unknown species;(0.87);	Bacteria;Firmicutes;Bacilli;Lactobacillales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901779.257	Cluster_424	42	0	0	0	0	0	0	0	0	0	42
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Ellin6055;(0.84);unknown species;(0.77);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Ellin6055;unknown species	multi-subject	98.024	100.0	3.28e-122	253	ERR7901770.2990	Cluster_426	34	34	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(1.0);Sphingomonas glacialis;(0.89);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.8333	Cluster_427	37	37	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Qipengyuania;(0.91);unknown species;(0.91);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.605	Cluster_430	46	0	45	0	0	0	1	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Flavobacteriales;(1.0);Weeksellaceae;(1.0);Chryseobacterium;(1.0);Chryseobacterium glaciei;(1.0);	Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Weeksellaceae;Chryseobacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.9312	Cluster_431	38	0	22	0	0	0	0	0	0	16	0
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halobacteriaceae;(0.34);Halanaeroarchaeum;(0.34);unknown species;(0.23);	Archaea;Halobacterota;Halobacteria;Halobacterales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	96.85	100.0	9.22e-118	254	ERR7901775.84684	Cluster_435	50	0	0	0	0	0	4	6	0	23	17
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(0.9);Promicromonosporaceae;(0.61);Isoptericola;(0.53);Isoptericola dokdonensis DS-3;(0.16);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Promicromonosporaceae;Isoptericola;unknown species	FJ672639.1.1350	98.419	100.0	7.04e-124	253	ERR7901779.1140	Cluster_436	36	0	0	0	0	0	0	0	0	11	25
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Xanthomonadales;(1.0);Rhodanobacteraceae;(0.98);Aquimonas;(0.97);unknown species;(0.83);	Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Aquimonas;Multi-affiliation	multi-subject	99.605	100.0	6.99e-129	253	ERR7901779.3628	Cluster_437	44	0	0	0	0	0	0	0	0	0	44
no data	Bacteria;(1.0);Proteobacteria;(1.0);Alphaproteobacteria;(1.0);Sphingomonadales;(1.0);Sphingomonadaceae;(1.0);Sphingomonas;(1.0);unknown species;(0.58);	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unknown species	FJ595576.1.1294	100.0	100.0	1.50e-130	253	ERR7901770.2796	Cluster_438	35	35	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Bacteroidota;(1.0);Rhodothermia;(1.0);Balneolales;(1.0);Balneolaceae;(1.0);Aliifodinibius;(1.0);unknown species;(1.0);	Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;unknown genus;Multi-affiliation	multi-subject	99.209	100.0	3.25e-127	253	ERR7901770.6535	Cluster_440	49	11	35	0	0	0	0	0	0	3	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Microbacteriaceae;(1.0);Curtobacterium;(0.69);Curtobacterium sp.;(0.67);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Microbacteriaceae;Curtobacterium;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.1894	Cluster_450	34	34	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Actinobacteria;(1.0);Micrococcales;(1.0);Cellulomonadaceae;(1.0);Cellulomonas;(0.98);Cellulomonas sp.;(0.61);	Bacteria;Actinobacteriota;Actinobacteria;Micrococcales;Cellulomonadaceae;Cellulomonas;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901770.2442	Cluster_451	60	60	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);unknown species;(1.0);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;unknown species	multi-subject	98.024	100.0	3.28e-122	253	ERR7901770.44240	Cluster_455	42	6	6	6	10	1	2	1	4	3	3
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Moraxellaceae;(1.0);Acinetobacter;(1.0);Acinetobacter pittii;(0.47);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901771.7463	Cluster_457	34	0	19	0	15	0	0	0	0	0	0
no data	Bacteria;(1.0);Actinobacteriota;(1.0);Thermoleophilia;(1.0);Solirubrobacterales;(1.0);Solirubrobacteraceae;(1.0);Conexibacter;(1.0);Conexibacter sp.;(1.0);	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;Conexibacter sp.	KY363637.1.1400	100.0	100.0	1.50e-130	253	ERR7901773.102648	Cluster_459	38	0	0	0	1	0	0	0	0	37	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Acidovorax;(0.54);Acidovorax facilis;(0.39);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Multi-affiliation;Multi-affiliation	multi-subject	100.0	98.02371541501977	9.05e-128	248	ERR7901773.22673	Cluster_460	50	0	0	0	47	0	0	0	0	0	3
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);unknown species;(1.0);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;unknown species	multi-subject	100.0	100.0	1.50e-130	253	ERR7901778.19643	Cluster_467	40	0	0	1	0	0	0	0	0	10	29
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Legionellales;(1.0);Legionellaceae;(1.0);Legionella;(1.0);unknown species;(0.62);	Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;unknown species	JX105696.1.1505	96.443	100.0	1.54e-115	253	ERR7901778.2545	Cluster_469	39	0	0	0	0	0	0	0	0	39	0
no data	Bacteria;(1.0);Firmicutes;(1.0);Bacilli;(1.0);Bacillales;(1.0);Planococcaceae;(0.87);Lysinibacillus;(0.86);Lysinibacillus sphaericus;(0.35);	Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Lysinibacillus;unknown species	JX218549.1.1515	100.0	100.0	1.50e-130	253	ERR7901779.4313	Cluster_470	42	0	0	0	0	0	0	0	0	0	42
no data	Archaea;(1.0);Halobacterota;(1.0);Halobacteria;(1.0);Halobacterales;(1.0);Halomicrobiaceae;(1.0);Haloarcula;(1.0);Haloarcula japonica;(0.94);	Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Haloarcula;Multi-affiliation	multi-subject	99.606	100.0	1.95e-129	254	ERR7901779.8677	Cluster_471	53	0	0	0	0	0	0	0	0	22	31
no data	Bacteria;(1.0);Proteobacteria;(0.98);Alphaproteobacteria;(0.98);Rickettsiales;(0.94);SM2D12;(0.92);unknown genus;(0.92);unknown species;(0.58);	Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;SM2D12;unknown genus;unknown species	DQ337000.1.1440	92.49	100.0	7.30e-99	253	ERR7901770.834	Cluster_475	37	37	0	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Myxococcota;(1.0);Polyangia;(1.0);Polyangiales;(1.0);Sandaracinaceae;(1.0);unknown genus;(0.95);unknown species;(0.61);	Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;unknown genus;Multi-affiliation	multi-subject	96.838	100.0	3.30e-117	253	ERR7901771.6449	Cluster_478	55	0	55	0	0	0	0	0	0	0	0
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Burkholderiales;(1.0);Comamonadaceae;(1.0);Hydrogenophaga;(0.77);Hydrogenophaga sp.;(0.52);	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Hydrogenophaga;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901773.19300	Cluster_481	60	1	0	1	14	1	12	0	0	30	1
no data	Bacteria;(1.0);Proteobacteria;(1.0);Gammaproteobacteria;(1.0);Pseudomonadales;(1.0);Pseudomonadaceae;(1.0);Pseudomonas;(1.0);Pseudomonas fragi;(0.96);	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Multi-affiliation;Multi-affiliation;Multi-affiliation	multi-subject	100.0	100.0	1.50e-130	253	ERR7901775.16571	Cluster_488	35	0	0	0	1	0	16	0	0	0	18
no data	Bacteria;(1.0);Halanaerobiaeota;(1.0);Halanaerobiia;(1.0);Halanaerobiales;(1.0);Halanaerobiaceae;(1.0);Halanaerobium;(1.0);bacterium YC-ZSS-LKJ30;(0.91);	Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium;Multi-affiliation	multi-subject	98.814	100.0	1.51e-125	253	ERR7901779.3892	Cluster_492	38	0	0	0	0	0	0	0	0	0	38
no data	Bacteria;(1.0);Bacteroidota;(1.0);Bacteroidia;(1.0);Cytophagales;(1.0);Hymenobacteraceae;(1.0);Hymenobacter;(1.0);Siccationidurans antarcticus;(0.39);	Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Hymenobacteraceae;Hymenobacter;Multi-affiliation	multi-subject	multi-identity	100.0	1.52e-120	multi-alignment-lg	ERR7901770.10129	Cluster_493	35	35	0	0	0	0	0	0	0	0	0
